"","state","PUMA","count","foster_per_pop","foster_density"
"2162","ut","35001",12.1155694993923,1.18223746090869,0.0209990086939266
"2163","ut","35002",13.3319162694285,1.73728385059011,0.0369581126880077
"2164","ut","35003",26.5428426265457,2.17832110189132,0.317534376852021
"2165","ut","35004",5.63425436034335,0.693020216524397,0.0721361319236159
"2166","ut","35005",10.6319861557245,1.21272797487447,0.0768936154112894
"2167","ut","35006",15.4751410465936,1.51970353005928,0.0505093851354075
"2168","ut","35007",19.9047024462593,1.78934757697405,0.159783437178537
"2169","ut","35008",9.44040258430923,1.56142947143719,0.0337812860852163
"2170","ut","35009",10.2641699325583,1.44484374050651,0.0752973110304501
"2171","ut","49001",18.1199012403089,1.30924141909746,0.00780938298310275
"2172","ut","49002",28.485229296341,1.58023018397542,0.21724331404009
"2173","ut","49003",17.3554626039023,1.24394084030263,0.163308202270721
"2174","ut","49004",24.072183132257,1.4516181108519,0.00805172136877734
"2175","ut","53001",16.9500715497789,1.30094953947186,0.00269397552972596
"2176","ut","57001",12.2519456991616,0.970451144488048,0.0175679146934344
"2177","ut","57002",9.99472056672894,1.32013215780332,0.00990604912791599
"2178","va","01301",15.9003993226804,3.01658116537287,0.468937926296323
"2179","va","01302",9.26996184502775,3.49941934504634,0.275624037634795
"2180","va","04101",24.4274026655244,2.95480859628939,0.114087378449258
"2181","va","04102",15.3697684200302,2.54213834271092,0.0677956667532421
"2182","va","04103",28.9733165071821,3.03385513164211,0.0419630370831816
"2183","va","10701",18.7643701287491,2.62145433483502,0.215006828799797
"2184","va","10702",29.5146252437988,2.40014843000722,0.183355590301535
"2185","va","10703",30.0043102569738,2.54554256867513,0.0272644052649231
"2186","va","51010",30.1175593043612,2.50042003357087,0.00360920928777435
"2187","va","51020",26.1343652919535,2.54497665711885,0.00362219273768684
"2188","va","51040",58.1646328214553,2.24236218903795,0.0152700283397911
"2189","va","51044",25.2979859754552,3.06530788506666,0.160778098554007
"2190","va","51045",26.6361775920374,2.42964312615501,0.00449327722730854
"2191","va","51080",30.4646389315257,2.54657184080295,0.00458618328033447
"2192","va","51084",24.8768775269026,2.76871202302756,0.0159438170853076
"2193","va","51085",17.3226674406061,2.58277433138602,0.00641726639356541
"2194","va","51087",29.4240658503196,2.8030928694217,0.00578146080043501
"2195","va","51089",16.4484981913438,2.72145899922961,0.00364864955768401
"2196","va","51090",42.1066701340346,2.20904832558809,0.038124526987338
"2197","va","51095",22.264716758529,2.52807048467457,0.00540815714151547
"2198","va","51096",39.4961568123742,2.57002582069067,0.0274095582706068
"2199","va","51097",24.5746302121619,2.92868909690882,0.00498739801950749
"2200","va","51105",34.4751074557768,2.72746103289374,0.00271762423008476
"2201","va","51110",37.677990652499,2.31054091203158,0.0167092244831286
"2202","va","51115",40.6816068917993,2.67150032123715,0.0540937812726277
"2203","va","51120",30.9395932762708,2.54877611634161,0.0104919459492808
"2204","va","51125",23.1371203009764,2.84694478909516,0.00200646811248765
"2205","va","51135",32.8215512163834,3.33959617586319,0.00654236345983805
