"","state","PUMA","count","disconnected_per_pop","disconnected_density"
"383","co","00813",358,39.3493075401187,8.08212074570103
"384","co","00815",1309,76.3042844651705,19.2784272762239
"385","co","04103",653,47.0325554595218,8.39164314815255
"386","co","04101",3387,130.535322002544,0.563129931330579
"387","co","04102",1779,137.640232108317,12.6604794657562
"388","co","00811",969,85.8966403687616,7.88483240008487
"389","co","00816",2827,175.764735140512,51.4072132420801
"390","co","00814",678,60.1277048598794,17.507973839043
"391","co","01002",543,60.9427609427609,0.0248948781598188
"392","co","00200",659,58.7710692945688,0.0191554779740546
"393","co","00400",169,14.5526565056402,0.00964157413358249
"394","co","00103",3240,72.202166064982,0.660550317295224
"395","co","00100",940,98.2852363028022,0.0152008891448973
"396","co","00800",1390,138.515196811161,0.0278440765771208
"397","co","00900",1072,88.0275907373953,0.0378751257154015
"398","co","01001",2097,123.578289822618,5.97101870212232
"399","co","00102",822,58.9247311827957,0.430652872096503
"400","co","00300",3045,106.774668630339,2.03985108949595
"401","co","00824",1343,75.2423104935851,0.218341070867338
"402","co","00600",1277,138.698816118171,0.063580712142399
"403","co","00801",422,67.1119592875318,0.103588614488026
"404","co","00807",3919,166.68084382443,7.94544075641629
"405","co","00700",4291,238.66733411202,1.29261096699469
"406","co","00803",1385,37.7373913517343,7.26239899403636
"407","co","00802",1172,62.0729834224882,1.44910002660786
"408","co","00812",3350,163.048768616762,16.370395929188
"409","co","00818",1266,83.2018927444795,11.7516704544129
"410","co","00817",1903,187.174191010131,17.3112285707057
"411","co","00804",1237,70.0730753979494,4.05701549400211
"412","co","00806",2752,140.803274494756,32.8471314453156
"413","co","00823",594,35.4394129228566,0.475155517409742
"414","co","04106",2257,129.023037786543,4.25976076479274
"415","co","04104",2653,177.684013127051,40.2057059124045
"416","co","04105",2971,191.171739270317,23.2013560484312
"417","co","00822",1456,93.7540244687701,0.849003452279583
"418","co","00821",376,29.2584234689907,1.33877987025075
"419","co","00819",1794,139.589169000934,14.7226287453494
"420","co","00805",1790,133.016274058111,23.6448939777531
"421","ct","00904",712,49.8320268756999,5.04048734768912
